fb_date,fb_month,fb_year,fb_isoweek,fb_isodow,fb_isoyear,fb_network,fb_channel_group,fb_sub_channel,fb_advertiser,fb_cost,fb_impressions,fb_clicks,fb_video_views,fb_post_comments,fb_post_likes,fb_post_reactions
2018-02-14,2,2018,7,2,2018,Facebook,Branded Search,,Tempur-Pedic,2808.83,71730,3641,0.0,57.0,37.0,3475.0
2017-05-13,5,2017,19,5,2017,Instagram,Remarketing,,Tempur-Pedic,2027.33,82245,549,0.0,2.0,0.0,210.0
2017-08-06,8,2017,31,6,2017,Facebook,Acquisition,,Tempur-Pedic,15728.439999999999,706307,5714,39.0,30.0,30.0,399.0
2018-07-06,7,2018,27,4,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,12275.43,546257,4450,5254.0,17.0,54.0,351.0
2018-01-13,1,2018,2,5,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,29385.750000000004,2071043,19647,1769.0,81.0,213.0,1274.0
2017-07-04,7,2017,27,1,2017,Instagram,Acquisition,,Tempur-Pedic,13263.580000000004,740665,2785,677.0,11.0,30.0,713.0
2018-03-29,3,2018,13,3,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,1978.3200000000004,113435,1071,1309.0,15.0,13.0,66.0
2017-06-11,6,2017,23,6,2017,Instagram,Remarketing,,Tempur-Pedic,771.51,22386,140,0.0,0.0,0.0,31.0
2018-01-14,1,2018,2,6,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,28923.719999999998,870639,9328,9492.0,48.0,68.0,621.0
2018-04-06,4,2018,14,4,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,7097.469999999998,329515,2329,1507.0,11.0,31.0,128.0
2018-04-20,4,2018,16,4,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,210.22000000000003,7604,25,0.0,0.0,0.0,4.0
2018-04-12,4,2018,15,3,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,116.94000000000001,5167,28,0.0,0.0,1.0,4.0
2017-03-29,3,2017,13,2,2017,Facebook,Remarketing,,Tempur-Pedic,2448.08,48366,1041,0.0,10.0,2.0,51.0
2017-08-12,8,2017,32,5,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,3935.64,182429,1192,0.0,2.0,9.0,100.0
2017-08-15,8,2017,33,1,2017,Facebook,Acquisition,,Tempur-Pedic,17188.090000000007,662460,2366,0.0,17.0,44.0,163.0
2017-04-20,4,2017,16,3,2017,Facebook,Remarketing,,Tempur-Pedic,5146.03,206043,2273,0.0,19.0,26.0,132.0
2017-08-27,8,2017,34,6,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,3762.01,53784,767,0.0,2.0,3.0,39.0
2017-09-11,9,2017,36,7,2017,Facebook,Acquisition,,Tempur-Pedic,21641.180000000004,1724476,5374,0.0,25.0,103.0,326.0
2017-02-05,2,2017,5,6,2017,Instagram,Remarketing,,Tempur-Pedic,168.26999999999998,6862,25,0.0,2.0,0.0,19.0
2017-09-07,9,2017,36,3,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2734.1,45674,672,0.0,2.0,5.0,27.0
2017-02-01,1,2017,5,2,2017,Facebook,Acquisition,,Tempur-Pedic,5062.420000000001,421893,4416,11498.0,43.0,33.0,240.0
2017-09-09,9,2017,36,5,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,0.7599999999999999,63,1,,,,
2018-03-02,3,2018,9,4,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,19392.159999999996,869274,6333,0.0,34.0,79.0,502.0
2018-06-29,6,2018,26,4,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,13768.719999999998,1022084,5880,0.0,42.0,68.0,743.0
2018-04-11,4,2018,15,2,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,7537.410000000001,996857,4701,1980.0,24.0,30.0,282.0
2017-12-23,12,2017,51,5,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,3883.4000000000005,155910,1471,126.0,3.0,15.0,104.0
2017-04-18,4,2017,16,1,2017,Instagram,Acquisition,,Tempur-Pedic,1134.15,87763,229,0.0,5.0,0.0,239.0
2018-03-23,3,2018,12,4,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,9196.58,765428,3211,257.0,13.0,23.0,221.0
2017-08-19,8,2017,33,5,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2389.48,36030,496,0.0,5.0,0.0,57.0
2018-01-11,1,2018,2,3,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,10171.470000000003,415720,3365,267.0,22.0,67.0,328.0
2017-07-09,7,2017,27,6,2017,Instagram,Remarketing,,Tempur-Pedic,619.68,13526,107,0.0,0.0,0.0,41.0
2017-09-03,9,2017,35,6,2017,Facebook,Acquisition,,Tempur-Pedic,105320.94999999988,6284086,34151,0.0,203.0,531.0,2382.0
2017-09-15,9,2017,37,4,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,3721.7,78212,997,0.0,4.0,6.0,51.0
2017-01-24,1,2017,4,1,2017,Facebook,Acquisition,,Tempur-Pedic,2126.92,203712,1902,7452.0,6.0,11.0,80.0
2017-09-12,9,2017,37,1,2017,Facebook,Acquisition,,Tempur-Pedic,18549.85999999998,1474153,4302,0.0,27.0,53.0,350.0
2017-03-01,2,2017,9,2,2017,Facebook,Remarketing,,Tempur-Pedic,2825.1099999999997,72961,1003,0.0,5.0,3.0,46.0
2017-09-04,9,2017,35,7,2017,Facebook,Acquisition,,Tempur-Pedic,125741.58999999995,9867873,39142,0.0,202.0,576.0,2946.0
2018-04-26,4,2018,17,3,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,9285.939999999997,343101,2238,1629.0,15.0,27.0,158.0
2018-03-23,3,2018,12,4,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,295.93,13164,88,0.0,0.0,4.0,17.0
2018-03-15,3,2018,11,3,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,301.44,12604,92,0.0,0.0,2.0,10.0
2018-04-11,4,2018,15,2,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,108.43,5647,30,0.0,0.0,0.0,3.0
2017-01-31,1,2017,5,1,2017,Facebook,Acquisition,,Tempur-Pedic,8298.180000000002,492049,4043,7258.0,26.0,67.0,230.0
2017-12-16,12,2017,50,5,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,23270.549999999996,1211921,8300,2402.0,64.0,57.0,1083.0
2017-09-30,9,2017,39,5,2017,Facebook,Branded Search,Engagement,Tempur-Pedic,1191.6100000000001,57406,5196,0.0,77.0,34.0,3764.0
2017-06-27,6,2017,26,1,2017,Instagram,Acquisition,,Tempur-Pedic,10897.130000000003,448782,2372,0.0,15.0,17.0,449.0
2017-05-22,5,2017,20,7,2017,Instagram,Remarketing,,Tempur-Pedic,1458.4499999999996,45141,323,0.0,0.0,0.0,92.0
2017-01-04,1,2017,1,2,2017,Facebook,Acquisition,,Tempur-Pedic,4841.659999999999,374022,3793,10503.0,24.0,46.0,247.0
2017-03-05,3,2017,9,6,2017,Instagram,Remarketing,,Tempur-Pedic,61.99,4469,10,0.0,0.0,0.0,12.0
2017-05-01,4,2017,17,7,2017,Facebook,Acquisition,,Tempur-Pedic,10540.84,654596,4802,0.0,26.0,81.0,170.0
2018-04-20,4,2018,16,4,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,11019.840000000004,858244,5287,4898.0,34.0,46.0,424.0
2018-04-12,4,2018,15,3,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,8763.16,983295,4627,1149.0,21.0,44.0,338.0
2017-12-04,12,2017,48,7,2017,Facebook,Remarketing,,Tempur-Pedic,203.46,3879,38,0.0,0.0,1.0,3.0
2017-02-06,2,2017,5,7,2017,Instagram,Remarketing,,Tempur-Pedic,112.07,6488,21,0.0,0.0,0.0,17.0
2017-12-22,12,2017,51,4,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,3594.59,152327,1438,141.0,2.0,15.0,103.0
2018-03-23,3,2018,12,4,2018,Facebook,Branded Search,,Tempur-Pedic,553.89,11055,1304,0.0,1.0,7.0,1307.0
2017-11-18,11,2017,46,5,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,28959.500000000004,1603590,8948,1171.0,61.0,114.0,657.0
2017-12-08,12,2017,49,4,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,21614.330000000013,1216471,6506,995.0,76.0,155.0,612.0
2017-01-23,1,2017,3,7,2017,Facebook,Acquisition,,Tempur-Pedic,2002.4700000000003,200024,1839,8030.0,8.0,4.0,70.0
2017-07-22,7,2017,29,5,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,5955.04,118245,1273,593.0,6.0,10.0,89.0
2017-08-18,8,2017,33,4,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2243.1900000000005,35638,476,0.0,5.0,0.0,33.0
2017-05-09,5,2017,19,1,2017,Facebook,Acquisition,,Tempur-Pedic,2456.5199999999995,145688,533,294.0,3.0,4.0,42.0
2017-04-17,4,2017,15,7,2017,Facebook,Remarketing,,Tempur-Pedic,7825.110000000001,350988,3870,0.0,24.0,48.0,197.0
2017-02-13,2,2017,6,7,2017,Facebook,Acquisition,,Tempur-Pedic,4637.739999999999,331743,2944,845.0,23.0,66.0,176.0
2017-06-23,6,2017,25,4,2017,Instagram,Remarketing,,Tempur-Pedic,1700.2,46917,661,0.0,0.0,0.0,189.0
2017-08-08,8,2017,32,1,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2555.34,34473,493,0.0,5.0,6.0,33.0
2017-05-28,5,2017,21,6,2017,Instagram,Acquisition,,Tempur-Pedic,77465.86999999995,3689643,18305,0.0,104.0,243.0,3155.0
2017-09-08,9,2017,36,4,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,4.98,693,3,,,,
2017-10-07,10,2017,40,5,2017,Facebook,Remarketing,,Tempur-Pedic,8937.819999999998,365166,5543,0.0,23.0,55.0,245.0
2017-10-15,10,2017,41,6,2017,Facebook,Remarketing,,Tempur-Pedic,4309.6,237011,2274,0.0,25.0,33.0,222.0
2017-08-19,8,2017,33,5,2017,Facebook,Acquisition,,Tempur-Pedic,13705.99,414272,1924,0.0,10.0,26.0,130.0
2017-05-22,5,2017,20,7,2017,Instagram,Acquisition,,Tempur-Pedic,116330.55999999998,5298582,23103,0.0,256.0,384.0,5946.0
2018-01-28,1,2018,4,6,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,9646.01,418678,3462,821.0,16.0,53.0,230.0
2017-08-13,8,2017,32,6,2017,Facebook,Acquisition,,Tempur-Pedic,13998.439999999999,531599,2400,0.0,23.0,49.0,177.0
2017-08-14,8,2017,32,7,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2731.9500000000003,41183,433,0.0,1.0,3.0,18.0
2017-07-17,7,2017,28,7,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,5923.1100000000015,102969,1229,617.0,6.0,3.0,78.0
2017-09-23,9,2017,38,5,2017,Facebook,Remarketing,,Tempur-Pedic,7025.42,266780,3774,0.0,17.0,27.0,182.0
2017-06-11,6,2017,23,6,2017,Instagram,Acquisition,,Tempur-Pedic,714.53,35063,134,0.0,2.0,0.0,14.0
2017-07-30,7,2017,30,6,2017,Facebook,Acquisition,,Tempur-Pedic,15183.530000000002,549566,3263,378.0,18.0,52.0,184.0
2018-03-05,3,2018,9,7,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,11860.359999999997,553440,4004,0.0,14.0,45.0,363.0
2017-01-22,1,2017,3,6,2017,Facebook,Acquisition,,Tempur-Pedic,1166.15,160937,1665,9183.0,4.0,0.0,58.0
2017-10-01,9,2017,39,6,2017,Facebook,Remarketing,,Tempur-Pedic,2017.8,126697,1036,0.0,4.0,11.0,120.0
2017-09-06,9,2017,36,2,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,39.46000000000001,5240,15,0.0,0.0,0.0,0.0
2017-08-28,8,2017,34,7,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,3485.8300000000004,54046,695,0.0,1.0,2.0,40.0
2018-04-01,3,2018,13,6,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,26.6,985,7,0.0,0.0,0.0,1.0
2017-09-04,9,2017,35,7,2017,Facebook,Acquisition,Engagement,Tempur-Pedic,755.5300000000001,30487,789,0.0,5.0,25.0,1053.0
2017-08-05,8,2017,31,5,2017,Facebook,Acquisition,,Tempur-Pedic,12850.159999999996,529709,4115,23.0,22.0,35.0,275.0
2017-07-07,7,2017,27,4,2017,Instagram,Remarketing,,Tempur-Pedic,637.0799999999999,13244,126,0.0,0.0,0.0,36.0
2017-07-03,7,2017,26,7,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,1252.5,26819,340,350.0,,,27.0
2018-06-30,6,2018,26,5,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,9211.62,302409,2930,799.0,15.0,30.0,210.0
2018-03-11,3,2018,10,6,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,10141.780000000002,430451,4094,0.0,16.0,55.0,279.0
2017-10-12,10,2017,41,3,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,8281.109999999999,572658,3529,0.0,38.0,93.0,312.0
2017-10-04,10,2017,40,2,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,5237.11,254088,1961,,19.0,33.0,207.0
2017-09-17,9,2017,37,6,2017,Facebook,Remarketing,,Tempur-Pedic,17211.73,725170,5596,0.0,27.0,71.0,424.0
2018-05-05,5,2018,18,5,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,248.81,9250,38,0.0,0.0,1.0,3.0
2018-01-31,1,2018,5,2,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,15682.539999999999,1242429,7488,1080.0,59.0,86.0,622.0
2018-01-23,1,2018,4,1,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,18439.760000000002,1221121,9490,925.0,58.0,179.0,657.0
2017-01-08,1,2017,1,6,2017,Facebook,Acquisition,,Tempur-Pedic,5438.399999999999,387829,3469,10364.0,18.0,38.0,253.0
2017-01-02,1,2017,52,7,2016,Facebook,Acquisition,,Tempur-Pedic,2800.3600000000006,185390,2433,639.0,12.0,34.0,174.0
2017-09-03,9,2017,35,6,2017,Facebook,Remarketing,,Tempur-Pedic,35398.68999999999,1496046,12047,0.0,86.0,174.0,843.0
2017-07-17,7,2017,28,7,2017,Instagram,Acquisition,,Tempur-Pedic,4958.92,288392,2347,115.0,16.0,36.0,287.0
2017-05-26,5,2017,21,4,2017,Instagram,Remarketing,,Tempur-Pedic,4421.500000000002,138467,894,0.0,4.0,0.0,260.0
2018-03-20,3,2018,12,1,2018,Facebook,Branded Search,,Tempur-Pedic,309.18,25191,156,675.0,0.0,6.0,46.0
2017-08-19,8,2017,33,5,2017,Facebook,Branded Search,Engagement,Tempur-Pedic,230.8,14402,1214,0.0,9.0,13.0,890.0
2017-02-04,2,2017,5,5,2017,Instagram,Remarketing,,Tempur-Pedic,133.64999999999998,5916,18,0.0,0.0,0.0,23.0
2017-09-10,9,2017,36,6,2017,Facebook,Acquisition,,Tempur-Pedic,47083.77999999998,2903687,10092,0.0,62.0,190.0,602.0
2018-03-27,3,2018,13,1,2018,Facebook,Branded Search,,Tempur-Pedic,115.22,8717,304,214.0,0.0,1.0,36.0
2018-02-14,2,2018,7,2,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,27840.0,2369738,5730,279.0,34.0,87.0,587.0
2017-06-09,6,2017,23,4,2017,Instagram,Remarketing,,Tempur-Pedic,433.9100000000001,8533,96,0.0,0.0,0.0,15.0
2017-04-10,4,2017,14,7,2017,Facebook,Acquisition,,Tempur-Pedic,10253.68,692222,3325,0.0,22.0,72.0,143.0
2018-02-25,2,2018,8,6,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,23336.29,903251,6936,0.0,31.0,86.0,391.0
2017-04-03,4,2017,13,7,2017,Facebook,Remarketing,,Tempur-Pedic,5620.68,270385,2950,0.0,19.0,45.0,174.0
2018-07-14,7,2018,28,5,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,15169.409999999998,616450,4494,5810.0,22.0,31.0,309.0
2018-06-24,6,2018,25,6,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,3152.1800000000003,134600,1735,1485.0,2.0,16.0,152.0
2017-09-20,9,2017,38,2,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,2539.9599999999996,157134,1213,6.0,15.0,12.0,100.0
2017-09-14,9,2017,37,3,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,61.839999999999996,7884,42,,,2.0,
2017-09-02,9,2017,35,5,2017,Facebook,Branded Search,Engagement,Tempur-Pedic,493.86,50041,4863,0.0,14.0,29.0,698.0
2017-08-27,8,2017,34,6,2017,Facebook,Acquisition,,Tempur-Pedic,53451.33000000001,2705530,11724,0.0,49.0,186.0,719.0
2017-09-28,9,2017,39,3,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,2597.9300000000007,155062,642,,3.0,7.0,73.0
2017-01-21,1,2017,3,5,2017,Instagram,Remarketing,,Tempur-Pedic,96.73,3390,16,0.0,0.0,0.0,23.0
2017-07-03,7,2017,26,7,2017,Instagram,Acquisition,,Tempur-Pedic,14681.840000000006,700782,3207,0.0,14.0,41.0,593.0
2017-08-27,8,2017,34,6,2017,Facebook,Branded Search,Engagement,Tempur-Pedic,399.42,35135,1700,0.0,11.0,27.0,741.0
2017-09-02,9,2017,35,5,2017,Facebook,Acquisition,,Tempur-Pedic,75017.50000000001,4128795,23684,0.0,129.0,332.0,1808.0
2017-06-22,6,2017,25,3,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,2613.65,97901,1007,,5.0,14.0,18.0
2017-04-14,4,2017,15,4,2017,Instagram,Remarketing,,Tempur-Pedic,1617.58,66949,243,0.0,3.0,0.0,193.0
2017-02-06,2,2017,5,7,2017,Facebook,Remarketing,,Tempur-Pedic,1811.7599999999998,57964,745,126.0,1.0,5.0,50.0
2017-04-16,4,2017,15,6,2017,Facebook,Acquisition,,Tempur-Pedic,8825.050000000001,609721,6576,0.0,32.0,86.0,187.0
2017-04-24,4,2017,16,7,2017,Facebook,Acquisition,,Tempur-Pedic,15596.049999999997,952478,4939,0.0,45.0,86.0,181.0
2017-12-20,12,2017,51,2,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,7963.570000000001,455413,2589,,30.0,64.0,323.0
2018-05-23,5,2018,21,2,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,39375.659999999996,3766821,17005,9949.0,61.0,127.0,694.0
2018-06-19,6,2018,25,1,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,3644.6299999999997,265027,3172,0.0,15.0,22.0,275.0
2018-05-19,5,2018,20,5,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,16657.45,660753,5519,4521.0,18.0,37.0,333.0
2017-12-08,12,2017,49,4,2017,Facebook,Acquisition,,Tempur-Pedic,2349.71,163345,714,0.0,11.0,26.0,100.0
2018-03-17,3,2018,11,5,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,312.5,15184,165,0.0,2.0,2.0,14.0
2017-07-16,7,2017,28,6,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,5164.3,79757,1025,587.0,6.0,3.0,52.0
2017-11-27,11,2017,47,7,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,65073.610000000015,1321289,10561,532.0,50.0,105.0,708.0
2018-02-10,2,2018,6,5,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,495.47999999999996,23089,195,0.0,1.0,1.0,7.0
2017-05-21,5,2017,20,6,2017,Facebook,Acquisition,,Tempur-Pedic,30735.73000000001,1413132,12132,0.0,76.0,546.0,650.0
2018-04-25,4,2018,17,2,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,16985.9,1312598,6938,8312.0,28.0,81.0,497.0
2018-02-18,2,2018,7,6,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,1231.3300000000002,53280,327,363.0,2.0,1.0,22.0
2018-03-25,3,2018,12,6,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,10307.02,450920,3576,2876.0,21.0,52.0,251.0
2017-06-08,6,2017,23,3,2017,Instagram,Remarketing,,Tempur-Pedic,302.3,7612,86,0.0,0.0,0.0,22.0
2018-06-16,6,2018,24,5,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,6981.999999999998,252310,3000,826.0,7.0,29.0,152.0
2018-01-17,1,2018,3,2,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,18512.78,1480060,11468,1258.0,51.0,218.0,673.0
2017-08-12,8,2017,32,5,2017,Facebook,Acquisition,,Tempur-Pedic,11984.37,478190,1993,0.0,11.0,39.0,148.0
2018-01-09,1,2018,2,1,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,15838.6,1149017,7599,946.0,45.0,90.0,789.0
2018-05-27,5,2018,21,6,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,391.53000000000003,14162,91,0.0,1.0,2.0,4.0
2017-01-09,1,2017,1,7,2017,Facebook,Remarketing,,Tempur-Pedic,1647.7099999999998,36638,577,0.0,4.0,3.0,45.0
2017-12-16,12,2017,50,5,2017,Facebook,Acquisition,,Tempur-Pedic,1685.13,80549,564,0.0,5.0,30.0,55.0
2018-05-15,5,2018,20,1,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,21031.739999999994,1639930,7905,12700.0,31.0,60.0,450.0
2017-05-14,5,2017,19,6,2017,Facebook,Acquisition,,Tempur-Pedic,64528.930000000015,2676794,17854,0.0,106.0,230.0,540.0
2017-05-12,5,2017,19,4,2017,Instagram,Remarketing,,Tempur-Pedic,1395.1299999999994,55981,364,19.0,3.0,0.0,144.0
2017-02-18,2,2017,7,5,2017,Instagram,Remarketing,,Tempur-Pedic,74.61,3059,8,0.0,0.0,0.0,15.0
2017-09-24,9,2017,38,6,2017,Facebook,Branded Search,Engagement,Tempur-Pedic,912.0,51876,6148,0.0,74.0,16.0,4616.0
2017-07-24,7,2017,29,7,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,4498.1900000000005,97270,968,612.0,5.0,2.0,78.0
2017-11-19,11,2017,46,6,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,14132.249999999998,463863,4676,610.0,15.0,48.0,234.0
2017-04-02,4,2017,13,6,2017,Facebook,Remarketing,,Tempur-Pedic,4988.3,241675,3007,0.0,25.0,42.0,182.0
2017-08-06,8,2017,31,6,2017,Instagram,Acquisition,,Tempur-Pedic,7161.319999999999,359792,2359,18.0,5.0,35.0,370.0
2018-05-22,5,2018,21,1,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,39059.72999999999,3315208,18351,16322.0,102.0,184.0,915.0
2018-03-01,2,2018,9,3,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,11564.429999999998,1021836,6312,0.0,25.0,61.0,443.0
2018-05-14,5,2018,19,7,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,65495.36000000001,5051527,29704,26648.0,201.0,234.0,1367.0
2017-11-28,11,2017,48,1,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,20583.140000000003,670058,4387,623.0,22.0,56.0,296.0
2017-05-23,5,2017,21,1,2017,Facebook,Remarketing,,Tempur-Pedic,14991.510000000002,359423,3818,0.0,32.0,69.0,187.0
2017-01-16,1,2017,2,7,2017,Facebook,Acquisition,,Tempur-Pedic,7508.790000000001,428309,3741,7841.0,40.0,57.0,228.0
2017-06-23,6,2017,25,4,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,4295.27,159215,1532,,6.0,13.0,42.0
2017-09-25,9,2017,38,7,2017,Facebook,Remarketing,,Tempur-Pedic,8034.180000000001,371406,3384,0.0,20.0,44.0,210.0
2017-02-12,2,2017,6,6,2017,Facebook,Acquisition,,Tempur-Pedic,4824.879999999999,327356,3258,1041.0,21.0,55.0,208.0
2017-05-15,5,2017,19,7,2017,Facebook,Remarketing,,Tempur-Pedic,7642.820000000002,253543,2732,381.0,16.0,50.0,137.0
2017-01-17,1,2017,3,1,2017,Facebook,Remarketing,,Tempur-Pedic,1698.3400000000001,39209,565,0.0,6.0,2.0,31.0
2017-05-22,5,2017,20,7,2017,Facebook,Acquisition,,Tempur-Pedic,58451.79999999999,2529943,18468,0.0,124.0,709.0,923.0
2017-08-13,8,2017,32,6,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,3052.09,44453,519,0.0,2.0,2.0,35.0
2017-12-09,12,2017,49,5,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,13832.420000000007,448503,5672,13.0,22.0,56.0,357.0
2017-08-04,8,2017,31,4,2017,Facebook,Acquisition,,Tempur-Pedic,9288.5,373535,2011,27.0,9.0,25.0,167.0
2017-06-12,6,2017,23,7,2017,Facebook,Remarketing,,Tempur-Pedic,2316.6299999999997,43364,615,0.0,3.0,2.0,41.0
2017-05-08,5,2017,18,7,2017,Instagram,Acquisition,,Tempur-Pedic,5818.37,450316,1589,746.0,15.0,36.0,1035.0
2017-12-17,12,2017,50,6,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,23141.109999999997,667120,6613,5053.0,40.0,49.0,570.0
2018-03-10,3,2018,10,5,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,301.67,13871,142,0.0,2.0,4.0,13.0
2017-03-18,3,2017,11,5,2017,Instagram,Remarketing,,Tempur-Pedic,112.84,6836,21,0.0,1.0,0.0,15.0
2017-07-25,7,2017,30,1,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,5702.89,115532,1137,495.0,5.0,6.0,73.0
2017-08-06,8,2017,31,6,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,3119.4300000000007,34857,692,0.0,6.0,1.0,29.0
2018-01-13,1,2018,2,5,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,19160.629999999997,611321,7469,8099.0,39.0,61.0,503.0
2017-08-30,8,2017,35,2,2017,Facebook,Acquisition,Engagement,Tempur-Pedic,81.99999999999999,2669,76,0.0,0.0,0.0,244.0
2017-05-28,5,2017,21,6,2017,Facebook,Remarketing,,Tempur-Pedic,19636.709999999992,443859,4861,0.0,22.0,53.0,165.0
2018-05-18,5,2018,20,4,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,245.31,10627,84,0.0,0.0,1.0,14.0
2017-08-03,8,2017,31,3,2017,Instagram,Remarketing,,Tempur-Pedic,1124.4,23852,144,0.0,1.0,0.0,65.0
2018-05-26,5,2018,21,5,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,394.26,14445,103,0.0,0.0,2.0,7.0
2017-02-03,2,2017,5,4,2017,Instagram,Remarketing,,Tempur-Pedic,95.06,4612,13,0.0,0.0,0.0,14.0
2017-03-18,3,2017,11,5,2017,Facebook,Acquisition,,Tempur-Pedic,1733.8700000000001,62913,880,0.0,9.0,14.0,36.0
2018-02-01,1,2018,5,3,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,17256.48,1322418,7796,1626.0,67.0,108.0,668.0
2018-03-24,3,2018,12,5,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,10193.379999999996,437234,3653,3984.0,20.0,50.0,265.0
2018-01-10,1,2018,2,2,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,16450.489999999998,990850,9676,674.0,40.0,140.0,669.0
2017-05-14,5,2017,19,6,2017,Facebook,Remarketing,,Tempur-Pedic,8695.990000000005,358502,4157,0.0,35.0,76.0,154.0
2017-09-01,8,2017,35,4,2017,Facebook,Acquisition,,Tempur-Pedic,63862.61999999993,3711605,14345,0.0,104.0,270.0,1489.0
